SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1914 Court St,Newport Beach,CA,92663,4749000,4,3.5,NP - Balboa Peninsula,2089,1875,2023,77,2273,,Active,,,https://www.redfin.com/CA/Newport-Beach/1914-Court-St-92663/home/3235051,CRMLS,OC23077619,N,Y,33.6078879,-117.9271392
MLS Listing,,Single Family Residential,281 Santo Tomas Ave,Costa Mesa,CA,92627,1850000,3,3.0,C5 - East Costa Mesa,1726,6750,1955,94,1072,,Active,,,https://www.redfin.com/CA/Costa-Mesa/281-Santo-Tomas-Ave-92627/home/4635670,CRMLS,OC23107679,N,Y,33.6602464,-117.8894951
MLS Listing,,Vacant Land,4001 Hunky Dory Ln,Trabuco Canyon,CA,92679,399999,,,TC - Trabuco Canyon,,137214,,109,,,Active,,,https://www.redfin.com/CA/Trabuco-Canyon/4001-Hunky-Dory-Ln-92679/home/185586356,CRMLS,OC23094520,N,Y,33.680095386,-117.5982382
MLS Listing,,Condo/Co-op,435 W Center Street Promenade #316,Anaheim,CA,92805,680000,3,2.0,78 - Anaheim East of Harbor,1547,,2008,115,440,453,Active,,,https://www.redfin.com/CA/Anaheim/435-W-Center-Street-Promenade-92805/unit-316/home/17466318,CRMLS,PW23090714,N,Y,33.8335362,-117.9187214
MLS Listing,,Vacant Land,19952 E Daniel Ln,Orange,CA,92869,1899000,,,"75 - Orange, Orange Park Acres E of 55",,47916,,125,,,Active,,,https://www.redfin.com/CA/Orange/19952-E-Daniel-Ln-92869/home/185438145,CRMLS,OC23084505,N,Y,33.7976359,-117.7842532
MLS Listing,,Condo/Co-op,16291 Countess Dr #220,Huntington Beach,CA,92649,899999,2,2.0,17 - Northwest Huntington Beach,1129,,1985,128,797,850,Active,,,https://www.redfin.com/CA/Huntington-Beach/16291-Countess-Dr-92649/unit-220/home/5579116,CRMLS,OC23076756,N,Y,33.7267383,-118.0729776
MLS Listing,,Mobile/Manufactured Home,320 N Vista Park #75,Anaheim,CA,92806,189999,4,2.0,"93 - Anaheim N of River, E of Lakeview",,,1973,1,,,Active,,,https://www.redfin.com/CA/Anaheim/320-N-Park-Vista-St-92806/unit-75/home/5136447,CRMLS,OC23165184,N,Y,33.844671,-117.8655231
MLS Listing,,Multi-Family (2-4 Unit),2265 Pomona Ave,Costa Mesa,CA,92627,1800000,8,4.0,C2 - Southwest Costa Mesa,3300,10019,1962,1,545,,Active,,,https://www.redfin.com/CA/Costa-Mesa/2265-Pomona-Ave-92627/home/4564123,CRMLS,OC23142027,N,Y,33.6568781,-117.9286835
MLS Listing,,Single Family Residential,427 N Deerfield St,Anaheim,CA,92807,810000,3,2.0,699 - Not Defined,1502,7200,1971,1,539,,Active,,,https://www.redfin.com/CA/Anaheim/427-N-Deerfield-St-92807/home/4314483,CRMLS,OC23143056,N,Y,33.8523462,-117.8216866
MLS Listing,,Mobile/Manufactured Home,1750 Whittier Ave #25,Costa Mesa,CA,92627,350000,2,2.0,C2 - Southwest Costa Mesa,1512,,2013,1,231,,Active,,,https://www.redfin.com/CA/Costa-Mesa/1750-Whittier-Ave-92627/unit-25/home/58552480,CRMLS,IV23174188,N,Y,33.6386951,-117.9404378
MLS Listing,,Condo/Co-op,121 Stallion,Irvine,CA,92602,1650000,3,2.5,OH - Orchard Hills,1908,,2014,1,865,196,Active,,,https://www.redfin.com/CA/Irvine/121-Stallion-92602/home/112720482,CRMLS,OC23172261,N,Y,33.7341338,-117.7470771
MLS Listing,,Townhouse,924 Walnut St N #15,La Habra,CA,90631,618000,3,2.5,87 - La Habra,1210,,1999,1,511,280,Active,,,https://www.redfin.com/CA/La-Habra-Heights/924-N-Walnut-St-90631/unit-15/home/5840116,CRMLS,PW23174032,N,Y,33.940415,-117.949941
MLS Listing,,Condo/Co-op,701 W 1st St Unit D104,Santa Ana,CA,92701,495000,3,2.0,70 - Santa Ana North of First,1141,,1981,1,434,612,Active,,,https://www.redfin.com/CA/Santa-Ana/701-W-1st-St-92701/unit-D104/home/5604502,CRMLS,DW23174244,N,Y,33.7459213,-117.8750525
MLS Listing,,Single Family Residential,5421 Shrewsbury Ave,Fountain Valley,CA,92683,1198000,4,2.5,699 - Not Defined,1996,5200,1972,1,600,,Active,,,https://www.redfin.com/CA/Westminster/5421-Shrewsbury-Ave-92683/home/3892018,CRMLS,PW23174015,N,Y,33.7591339,-118.0353723
MLS Listing,,Mobile/Manufactured Home,603 Sea Breeze Dr #14,San Clemente,CA,92672,325000,3,2.0,SN - San Clemente North,1344,,2006,1,242,,Active,,,https://www.redfin.com/CA/San-Clemente/603-Sea-Breeze-Dr-92672/unit-14/home/103944202,CRMLS,OC23174196,N,Y,33.4416174,-117.6416279
MLS Listing,,Single Family Residential,12432 Interior Cir,Los Alamitos,CA,90720,957000,2,2.0,52 - Los Alamitos,1425,2590,1971,1,672,125,Active,,,https://www.redfin.com/CA/Los-Alamitos/12432-Interior-Cir-90720/home/3932261,CRMLS,PW23172583,N,Y,33.7820158,-118.0428365
MLS Listing,,Mobile/Manufactured Home,5815 E La Palma Ave #187,Anaheim,CA,92807,275000,3,2.0,77 - Anaheim Hills,1529,1906354,2002,1,180,,Active,September-23-2023 11:00 AM,September-23-2023 02:00 PM,https://www.redfin.com/CA/Anaheim/5815-E-La-Palma-Ave-92807/unit-187/home/5908452,CRMLS,CV23170797,N,Y,33.8598533,-117.7844058
MLS Listing,,Single Family Residential,30652 Shadetree Ln,San Juan Capistrano,CA,92675,7498000,7,8.0,JS - San Juan South,6949,113256,1991,1,1079,,Active,,,https://www.redfin.com/CA/San-Juan-Capistrano/30652-Shadetree-Ln-92675/home/4909191,CRMLS,OC23174108,N,Y,33.5173093,-117.6328148
MLS Listing,,Single Family Residential,2015 Leeward Ln,Newport Beach,CA,92660,6795000,5,6.5,N7 - West Bay - Santa Ana Heights,5963,8400,2019,1,1140,,Active,September-22-2023 11:00 AM,September-22-2023 02:00 PM,https://www.redfin.com/CA/Newport-Beach/2015-Leeward-Ln-92660/home/3562146,CRMLS,NP23167034,N,Y,33.6400834,-117.8933861
MLS Listing,,Multi-Family (2-4 Unit),4771 Grace Ave,Cypress,CA,90630,1839305,6,6.0,80 - Cypress North of Katella,2886,19116,1980,1,637,,Active,,,https://www.redfin.com/CA/Cypress/4771-Grace-Ave-90630/home/187530066,CRMLS,PW23174183,N,Y,33.8374199,-118.0500058
MLS Listing,,Single Family Residential,21392 Tarraco,Mission Viejo,CA,92692,1475000,3,2.5,MN - Mission Viejo North,2461,5130,1997,1,599,472,Active,,,https://www.redfin.com/CA/Mission-Viejo/21392-Tarraco-92692/home/5103286,CRMLS,OC23174175,N,Y,33.6517776,-117.626363
MLS Listing,,Condo/Co-op,,Newport Beach,CA,92663,1999000,3,2.5,N6 - Newport Heights,1869,4834,1989,1,1070,,Active,September-23-2023 12:00 PM,September-23-2023 04:00 PM,https://www.redfin.com/CA/Newport-Beach/Undisclosed-address-92663/home/5564667,CRMLS,PW23172446,N,Y,33.6277686,-117.92399
MLS Listing,,Mobile/Manufactured Home,9658 Westminster Ave #43,Garden Grove,CA,92844,210000,2,2.0,"65 - N of Blsa, S of GGrv, E of Bch, W of Brookhrs",870,,2018,1,241,,Active,,,https://www.redfin.com/CA/Garden-Grove/9658-Westminster-Ave-92844/unit-43/home/169480526,CRMLS,PW23174086,N,Y,33.7585642,-117.9608932
MLS Listing,,Single Family Residential,8790 Hillcrest Rd,Buena Park,CA,90621,2300000,4,4.5,82 - Buena Park,4850,17135,1980,1,474,,Active,,,https://www.redfin.com/CA/Buena-Park/8790-Hillcrest-Rd-90621/home/4102276,CRMLS,TR23174083,N,Y,33.89106,-117.9796742
MLS Listing,,Single Family Residential,10881 Flores Ct,Cypress,CA,90720,1350000,3,2.5,80 - Cypress North of Katella,1900,3000,2018,1,711,311,Active,,,https://www.redfin.com/CA/Cypress/10881-Flores-Ct-90720/home/169488763,CRMLS,PW23173252,N,Y,33.8049034,-118.0480198
MLS Listing,,Mobile/Manufactured Home,9658 Westminster Ave #7,Garden Grove,CA,92844,180000,2,2.0,"65 - N of Blsa, S of GGrv, E of Bch, W of Brookhrs",800,,2001,1,225,,Active,,,https://www.redfin.com/CA/Garden-Grove/9658-Westminster-Ave-92844/unit-7/home/5827387,CRMLS,PW23174075,N,Y,33.7585642,-117.9608932
MLS Listing,,Townhouse,261 Chinook Dr,Placentia,CA,92870,624900,2,2.0,84 - Placentia,1064,1632,1975,1,587,328,Active,,,https://www.redfin.com/CA/Placentia/261-Chinook-Dr-92870/home/4187974,CRMLS,PW23174059,N,Y,33.90556,-117.862342
MLS Listing,,Single Family Residential,6487 Pitcairn St,Cypress,CA,90630,880000,3,2.0,56 - Cypress South of Orangewood,1179,5031,1972,1,746,,Active,,,https://www.redfin.com/CA/Cypress/6487-Pitcairn-St-90630/home/3942977,CRMLS,IG23170302,N,Y,33.7926092,-118.0201951
MLS Listing,,Single Family Residential,28062 Espinoza,Mission Viejo,CA,92692,886000,3,2.0,MC - Mission Viejo Central,1472,3478,1979,1,602,588,Active,,,https://www.redfin.com/CA/Mission-Viejo/28062-Espinoza-92692/home/5076962,CRMLS,V1-19964,N,Y,33.6140389,-117.6409414
MLS Listing,,Single Family Residential,3515 W Commonwealth Ave,Fullerton,CA,92833,1050000,3,1.0,Fullerton,1289,9115,1949,1,815,,Active,,,https://www.redfin.com/CA/Fullerton/3515-W-Commonwealth-Ave-92833/home/3163093,TheMLS,23-312205,N,Y,33.8703049,-117.9743001
MLS Listing,,Condo/Co-op,2294 Via Puerta Unit P,Laguna Woods,CA,92637,468800,2,2.0,LW - Laguna Woods,1009,,1969,1,465,781,Active,,,https://www.redfin.com/CA/Laguna-Woods/2294-Via-Puerta-92637/unit-P/home/5287357,CRMLS,LG23171213,N,Y,33.6179232,-117.7182314
MLS Listing,,Single Family Residential,6 Bayfield,Irvine,CA,92614,1588000,4,3.0,WB - Woodbridge,1900,3302,1999,1,836,262,Active,,,https://www.redfin.com/CA/Irvine/6-Bayfield-92614/home/4697625,CRMLS,TR23160445,N,Y,33.6660642,-117.8057953
MLS Listing,,Townhouse,1237 Winslow,Newport Beach,CA,92660,2095000,4,3.0,N7 - West Bay - Santa Ana Heights,1858,,2021,1,1128,309,Active,,,https://www.redfin.com/CA/Newport-Beach/1237-Winslow-Ln-92660/home/187473988,CRMLS,NP23170693,N,Y,33.6305986,-117.9058457
MLS Listing,,Mobile/Manufactured Home,13061 Fairview St #18,Garden Grove,CA,92843,195000,2,2.0,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",960,,2023,1,203,,Active,,,https://www.redfin.com/CA/Garden-Grove/13061-Fairview-St-92843/unit-18/home/187204365,CRMLS,OC23160851,N,Y,33.7731009,-117.9038718
MLS Listing,,Mobile/Manufactured Home,13061 Fairview St #23,Garden Grove,CA,92843,187900,2,2.0,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",833,,2023,1,226,,Active,,,https://www.redfin.com/CA/Garden-Grove/13061-Fairview-St-92843/unit-23/home/25670655,CRMLS,OC23160976,N,Y,33.7731011,-117.9038718
MLS Listing,,Condo/Co-op,3273 San Amadeo Unit D,Laguna Woods,CA,92637,420000,2,2.0,LW - Laguna Woods,1045,,1973,1,402,780,Active,,,https://www.redfin.com/CA/Laguna-Woods/3273-San-Amadeo-92637/unit-D/home/5354396,CRMLS,OC23167203,N,Y,33.6040563,-117.7449283
MLS Listing,,Condo/Co-op,1305 N Kraemer Blvd #27,Placentia,CA,92870,510000,2,1.0,84 - Placentia,884,,1971,1,577,350,Active,,,https://www.redfin.com/CA/Placentia/1305-N-Kraemer-Blvd-92870/unit-27/home/5317150,CRMLS,PW23029917,N,Y,33.8852408,-117.8631994
MLS Listing,,Multi-Family (2-4 Unit),2932 Camino Capistrano,San Clemente,CA,92672,850000,3,3.0,SC - San Clemente Central,1546,,1975,2,550,445,Active,,,https://www.redfin.com/CA/San-Clemente/2932-Camino-Capistrano-92672/home/185805071,CRMLS,IG23174020,N,Y,33.4455592,-117.6468347
MLS Listing,,Single Family Residential,706 S Bruce St,Anaheim,CA,92804,829888,4,2.0,79 - Anaheim West of Harbor,1817,6557,1957,2,457,,Active,,,https://www.redfin.com/CA/Anaheim/706-S-Bruce-St-92804/home/3588721,CRMLS,PW23174017,N,Y,33.8222588,-117.9682633
MLS Listing,,Multi-Family (2-4 Unit),4751 Grace Ave,Cypress,CA,90630,1910685,6,6.0,80 - Cypress North of Katella,2998,19166,1980,2,637,,Active,,,https://www.redfin.com/CA/Cypress/4751-Grace-Ave-90630/home/187527995,CRMLS,PW23173997,N,Y,33.8373012,-118.0501281
MLS Listing,,Condo/Co-op,2048 Via Mariposa Unit C,Laguna Woods,CA,92637,659000,2,2.0,LW - Laguna Woods,1075,,1968,2,613,644,Active,September-23-2023 01:00 PM,September-23-2023 04:00 PM,https://www.redfin.com/CA/Laguna-Woods/2048-Via-Mariposa-E-92637/unit-C/home/103657470,CRMLS,OC23173618,N,Y,33.6146953,-117.7139386
MLS Listing,,Condo/Co-op,17 Reese Crk,Ladera Ranch,CA,92694,945000,3,3.5,LD - Ladera Ranch,1736,1736,2004,2,544,351,Active,September-23-2023 12:30 PM,September-23-2023 02:30 PM,https://www.redfin.com/CA/Ladera-Ranch/17-Reese-Crk-92694/home/5948154,CRMLS,PW23173944,N,Y,33.5414499,-117.6459474
MLS Listing,,Townhouse,2371 Elden Ave Unit B,Costa Mesa,CA,92627,950000,2,2.5,C5 - East Costa Mesa,1289,2268,1988,2,737,70,Active,,,https://www.redfin.com/CA/Costa-Mesa/2371-Elden-Ave-92627/unit-B/home/4637458,CRMLS,OC23173881,N,Y,33.655477,-117.9020709
MLS Listing,,Condo/Co-op,1152 N West St #22,Anaheim,CA,92801,460000,2,2.0,79 - Anaheim West of Harbor,920,,1964,2,500,240,Active,,,https://www.redfin.com/CA/Anaheim/1152-N-West-St-92801/unit-22/home/5361019,CRMLS,PW23169952,N,Y,33.849752,-117.9320152
MLS Listing,,Mobile/Manufactured Home,8200 Bolsa Ave #183,Midway City,CA,92655,145000,3,2.0,"67 - S of Bolsa, E of Beach",1300,,1971,2,112,,Active,,,https://www.redfin.com/CA/Midway-City/8200-Bolsa-Ave-92655/unit-183/home/21937519,CRMLS,PW23173849,N,Y,33.7419774,-117.9858544
MLS Listing,,Condo/Co-op,34 Elksford Ave #3,Irvine,CA,92604,650000,2,2.0,EC - El Camino Real,1078,,1971,2,603,350,Active,,,https://www.redfin.com/CA/Irvine/34-Elksford-Ave-92604/unit-3/home/5329702,CRMLS,SB23173831,N,Y,33.6919558,-117.7751959
MLS Listing,,Multi-Family (2-4 Unit),8582 Emerson Cir,Garden Grove,CA,92844,1850000,9,7.0,"65 - N of Blsa, S of GGrv, E of Bch, W of Brookhrs",4412,7841,1964,2,419,,Active,,,https://www.redfin.com/CA/Garden-Grove/8582-Emerson-Cir-92844/home/179561352,CRMLS,PW23173950,N,Y,33.7722947,-117.9795847
MLS Listing,,Single Family Residential,51 Gainsboro,Irvine,CA,92620,2988000,5,5.5,STG - Stonegate,4378,4583,2018,2,683,118,Active,,,https://www.redfin.com/CA/Irvine/51-Gainsboro-92620/home/51684840,CRMLS,OC23173923,N,Y,33.7082147,-117.7354818
MLS Listing,,Condo/Co-op,2295 Via Puerta Unit B,Laguna Woods,CA,92637,428800,2,2.0,LW - Laguna Woods,1009,871,1969,2,425,780,Active,,,https://www.redfin.com/CA/Laguna-Woods/2295-Via-Puerta-92637/unit-B/home/5287369,CRMLS,OC23173904,N,Y,33.6182374,-117.718724
MLS Listing,,Single Family Residential,45 Beach View Ave,Dana Point,CA,92629,14395000,5,5.5,MB - Monarch Beach,6300,9932,2013,2,2285,1550,Active,,,https://www.redfin.com/CA/Dana-Point/45-Beach-View-Ave-92629/home/7204298,CRMLS,NP23167491,N,Y,33.4686078,-117.7157571
MLS Listing,,Single Family Residential,1325 S Rosewood Ave,Santa Ana,CA,92707,719900,3,1.0,69 - Santa Ana South of First,916,6250,1948,2,786,,Active,,,https://www.redfin.com/CA/Santa-Ana/1325-S-Rosewood-Ave-92707/home/3076900,CRMLS,PW23173897,N,Y,33.7298307,-117.8815756
MLS Listing,,Single Family Residential,885 Senate St,Costa Mesa,CA,92627,1599999,4,3.0,C2 - Southwest Costa Mesa,1760,6600,1958,2,909,,Active,,,https://www.redfin.com/CA/Costa-Mesa/885-Senate-St-92627/home/4564312,CRMLS,OC23173839,N,Y,33.6543405,-117.9359071
MLS Listing,,Condo/Co-op,8933 Biscayne Ct Unit 221C,Huntington Beach,CA,92646,585000,2,2.0,14 - South Huntington Beach,1055,,1974,2,555,550,Active,September-23-2023 01:00 AM,September-23-2023 04:00 AM,https://www.redfin.com/CA/Huntington-Beach/8933-Biscayne-Ct-92646/unit-221C/home/179356473,CRMLS,OC23173771,N,Y,33.6607745,-117.9720604
MLS Listing,,Single Family Residential,17442 La Mesa Ln,Huntington Beach,CA,92641,1225000,4,2.0,699 - Not Defined,1845,7000,1965,2,664,,Active,,,https://www.redfin.com/CA/Huntington-Beach/17442-La-Mesa-Ln-92647/home/3543440,CRMLS,OC23170750,N,Y,33.7088587,-118.02216
MLS Listing,,Single Family Residential,2573 Elden Ave Unit A,Costa Mesa,CA,92627,1615000,4,3.5,East Costa Mesa,2303,20000,2023,2,701,,Active,,,https://www.redfin.com/CA/Costa-Mesa/2573-Elden-Ave-92627/unit-A/home/169471964,TheMLS,23-310289,N,Y,33.6616186,-117.8965668
MLS Listing,,Single Family Residential,2573 Elden Ave Unit C,Costa Mesa,CA,92627,1595000,4,3.5,East Costa Mesa,2303,20000,2023,2,693,,Active,,,https://www.redfin.com/CA/Costa-Mesa/2573-Elden-Ave-92627/unit-C/home/186302400,TheMLS,23-310293,N,Y,33.6616186,-117.8965668
MLS Listing,,Townhouse,4936 Argyle Dr,Buena Park,CA,90621,655000,4,2.5,82 - Buena Park,1560,1308,1964,2,420,230,Active,,,https://www.redfin.com/CA/Buena-Park/4936-Argyle-Dr-90621/home/3286682,CRMLS,CV23173803,N,Y,33.889074,-117.990143
MLS Listing,,Single Family Residential,5 Cerro Ct,Rancho Mission Viejo,CA,92694,1650000,3,2.5,ESEN - Esencia,2395,5344,2016,2,689,338,Active,September-23-2023 01:00 PM,September-23-2023 04:00 PM,https://www.redfin.com/CA/Rancho-Mission-Viejo/5-Cerro-Ct-92694/home/112727081,CRMLS,OC23172910,N,Y,33.5374439,-117.60179
MLS Listing,,Single Family Residential,375 Trabuco Canyon Way,Brea,CA,92821,1400000,5,3.0,86 - Brea,2972,4675,1980,2,471,,Active,September-23-2023 01:00 PM,September-23-2023 04:00 PM,https://www.redfin.com/CA/Brea/375-Trabuco-Canyon-Way-92821/home/4140633,CRMLS,PW23171507,N,Y,33.9340973,-117.8900673
MLS Listing,,Single Family Residential,9 Madeline Ct,Coto De Caza,CA,92679,2288888,4,4.5,CC - Coto De Caza,4055,8776,2000,2,564,270,Active,,,https://www.redfin.com/CA/Coto-de-Caza/9-Madeline-Ct-92679/home/5779018,CRMLS,OC23147566,N,Y,33.569388,-117.5827345
MLS Listing,,Condo/Co-op,601 Lido Park Dr Unit 6D,Newport Beach,CA,92663,4500000,2,2.0,N8 - West Newport - Lido,1523,,1972,2,2955,1700,Active,,,https://www.redfin.com/CA/Newport-Beach/601-Lido-Park-Dr-92663/unit-6D/home/5347335,CRMLS,NP23164674,N,Y,33.6158164,-117.9266851
MLS Listing,,Condo/Co-op,150 Chandon,Laguna Niguel,CA,92677,699000,2,2.0,LNSLT - Salt Creek,1078,,1989,2,648,540,Active,,,https://www.redfin.com/CA/Laguna-Niguel/150-Chandon-92677/home/5388192,CRMLS,OC23172625,N,Y,33.5239795,-117.6891794
MLS Listing,,Single Family Residential,29232 Kestrel Ln,Laguna Niguel,CA,92677,2585000,5,4.0,699 - Not Defined,3098,6600,1978,2,834,113,Active,September-21-2023 12:00 AM,September-21-2023 11:59 PM,https://www.redfin.com/CA/Laguna-Niguel/29232-Kestrel-Ln-92677/home/4924096,CRMLS,OC23167322,N,Y,33.5384004,-117.7092734
